LocusTag	Gene	Length
new_3680971_3681105_c	S1374	135
new_510862_511036	S157	175
new_1925540_1925623_c	S666	84
new_3364544_3364617_c	S1262	74
BSU31820	yuzF	234
new_1094651_1095022	S360	372
BSU08600	csbB	987
BSU32590	frlN	876
BSU17030	cotE	543
BSU18140	ynfE	261
new_3031524_3031613	S1126	90
BSU22100	kdgA	588
BSU26840	sigZ	528
BSU12280	yjlC	420
BSU40850	maa	552
new_2470927_2471001_c	S901	75
BSU12040	yjdG	504
BSU35400	flgL	894
BSU00130	serS	1275
BSU08010	yfjP	861
new_2158685_2158869	S767	185
BSU11210	argB	774
new_1586241_1586329	S557	89
BSU13950	mcpC	1962
BSU33410	yvgO	483
BSU05640	ydgG	456
new_1780123_1780617_c	S611	495
new_2305261_2305347	S825	87
BSU15860	sdaAA	900
new_1926452_1926585	S667	134
BSU37330	argS	1668
new_1905706_1905808	S647	103
new_368964_369186	S123	223
new_1868375_1868451	S620	77
new_796008_796313	S250	306
BSU38580	licC	1356
BSU37360	sboX	150
BSU33820	opuCB	651
BSU18849	yozV	237
BSU00020	dnaN	1134
new_3031525_3032084_c	S1127	560
BSU08970	prkA	1893
BSU14880	ctaB	915
BSU34480	yvdT	582
BSU04680	rsbS	363
new_2127740_2127812	S754	73
new_909747_909826_c	S285	80
BSU31040	yuaD	576
new_3404438_3404707_c	S1276	270
BSU01480	truA	741
BSU22830	gpsA	1035
BSU15760	prpC	762
new_3227502_3227580	S1203	79
BSU26350	sknR	348
new_1612428_1612520	S567	93
BSU16570	proS	1692
BSU00080	yaaC	945
new_1334248_1334338	S457	91
BSU02160	ybfA	915
BSU20700	yoqA	348
new_3667017_3667208_c	S1365	192
BSU33320	fhuD	945
BSU03060	lctP	1623
new_2788570_2788634	S1034	65
BSU38560	licH	1326
BSU06870	yesE	441
BSU27920	obg	1284
new_303797_304377	S103	581
new_3802167_3802257_c	S1434	91
BSU17220	pksR	7629
BSU_tRNA_42	trnD-Cys	
BSU35240	ctpB	1440
new_3146090_3146171_c	S1175	82
BSU14950	ylbB	450
BSU40800	yyaN	414
BSU04740	rsbX	597
BSU12960	dppE	1647
new_1385938_1386023_c	S471	86
BSU32210	yuzD	324
new_2135388_2135469_c	S755	82
BSU36480	ywoD	1356
BSU13310	tnrA	330
new_1071489_1071740	S347	252
BSU30510	ytpA	777
BSU17140	pksF	1248
G8J2-20	cmpA	
BSU32669	yuzN	276
BSU16670	ribC	948
BSU18979	yoyA	297
BSU27590	dtd	396
BSU35740	tagD	387
BSU30060	ytfP	954
BSU38520	dltC	234
BSU02910	yceE	576
new_1226858_1226937	S408	80
BSU00760	pabC	879
BSU_tRNA_75	trnSL-Glu2	
BSU03651	bsdD	225
new_3761046_3761954_c	S1408	909
BSU13140	ohrA	423
new_1767035_1767134	S606	100
BSU00860	clpC	2430
new_2966140_2966287_c	S1091	148
BSU35860	pgdS	1239
BSU08760	spo0M	774
BSU35900	capB	1179
BSU13690	motA	810
BSU20930	yopD	393
new_25655_25851	S16	197
new_1073110_1073875	S352	766
BSU11550	yjbH	825
BSU16960	rny	1560
BSU36850	atpF	510
BSU35590	tuaC	1167
new_3712484_3712616	S1385	133
BSU12530	xkdC	798
	surA	280
new_529454_530352	S169	899
BSU01340	rpmD	177
BSU32890	yusQ	381
BSU04359	ydzK	264
new_4005324_4006049_c	S1502	726
BSU30170	ytcP	858
BSU11670	thiO	1107
new_567551_567661	S182	111
BSU18460	gltC	900
new_4166589_4166725_c	S1560	137
BSU27970	spoIVFB	864
BSU35730	tagE	2019
new_1903165_1903471_c	S644	307
BSU33360	yvgJ	1851
BSU_rRNA_13	rrnE-5S	
BSU35140	yvkN	228
	SR6	
BSU13980	pbpH	2055
BSU33140	yvqJ	1266
BSU01540	salA	1056
BSU14800	ylaJ	627
BSU16030	trmD	729
BSU28160	hemX	828
BSU02100	cypC	1251
new_535832_536095	S172	264
BSU18920	phrK	120
BSU29830	ytpQ	807
BSU09900	yhaP	1257
BSU16440	cheW	468
BSU16600	nusA	1113
BSU05080	yddR	762
new_2306333_2306513	S826	181
BSU_tRNA_84	trnSL-Arg2	
BSU_tRNA_56	trnB-Gly1	
BSU32690	sufS	1218
BSU24000	bmrU	891
BSU39900	yxbA	267
new_3364292_3364396_c	S1261	105
new_2980988_2981070_c	S1099	83
BSU07980	pdaA	789
BSU_misc_RNA_15	BSU_misc_RNA_15	
BSU34900	hisB	582
BSU32760	yusD	342
BSU11990	yjdB	345
BSU11310	comZ	189
BSU22120	kdgR	1017
BSU36560	ywnH	489
BSU08570	yfhK	516
BSU07480	yfmG	1461
new_1411773_1411859	S480	87
BSU24670	comGG	372
new_2069824_2069977	SR5	154
BSU40610	yybK	753
new_3769957_3770070_c	S1417	114
BSU16140	codV	912
BSU17710	tatAC	186
new_3699152_3701361	S1382	2210
BSU14120	abbA	195
BSU04760	ydcG	438
BSU24870	yqgP	1521
new_3796158_3796216_c	S1432	59
new_3106996_3107052	S1160	57
new_2074222_2074617_c	S722	396
BSU18160	xynD	1539
BSU22110	kdgK	972
new_2098897_2099422_c	S740	526
BSU11139	yizC	195
BSU28650	ysgA	744
new_2517585_2517755_c	S912	171
BSU26420	yrkQ	1296
BSU26550	yrkD	189
new_2106316_2107474_c	S746	1159
new_2716885_2718889_c	S997	2005
BSU37840	spsI	738
BSU03630	bsdB	612
BSU24380	spoIIIAF	618
BSU28550	fadR	582
new_3577620_3577744_c	S1328	125
BSU_tRNA_20	trnJ-Ala	
new_820648_820823	S254	176
new_2046920_2046979_c	S704	60
BSU15440	ylyA	441
BSU14850	ftsW	1209
BSU27050	levF	807
BSU23070	serA	1575
new_1454795_1455013_c	S503	219
BSU19090	yobU	480
new_591895_592302_c	S187	408
BSU09490	yhdJ	426
BSU28740	araP	939
BSU08260	yfiG	1446
BSU23990	brxB	435
BSU20840	yopM	198
BSU18669	yozS	303
BSU29410	ytkL	681
BSU13920	splA	237
BSU39640	yxdL	771
BSU29760	ytxJ	324
new_822331_822824	S256	494
BSU21840	ypjP	609
new_739577_739877	S241	301
BSU30220	bioF	1167
new_4173552_4173628	S1565	77
BSU25830	rapE	1125
new_4155210_4155306_c	S1555	97
new_3803282_3803359_c	S1435	78
new_148755_148930	S56	176
new_3153718_3153830_c	S1176	113
BSU36020	alsR	906
BSU21560	yokK	576
BSU15630	ylnF	486
BSU_tRNA_13	trnJ-Thr	
BSU26690	brnQ	1320
BSU08710	gsaB	1287
BSU02360	gamA	747
new_4212890_4213020_c	S1578	131
BSU24980	pstC	927
BSU22420	panC	858
BSU35260	ftsE	684
BSU24640	tapA	759
BSU15080	rpmF	177
BSU14930	ctaG	891
BSU_rRNA_5	rrnA-23S	
BSU17400	ymaB	618
BSU38040	sacA	1440
BSU_rRNA_3	rrnO-5S	
BSU21790	yplQ	639
BSU23329	ypuC/1	252
BSU34010	yvbW	1341
new_2300697_2300761_c	S822	65
BSU32410	pucH	1338
BSU13700	clpE	2097
BSU27410	alaS	2634
BSU18520	yoxB	768
BSU38790	yxzE	198
BSU28000	minC	678
BSU10160	yhgE	2325
new_1227517_1227631	S409	115
BSU26360	yqaD	165
new_2092817_2093011	S732	195
BSU00960	yacO	747
BSU37350	sboA	129
new_2936210_2936381_c	S1084	172
new_1157170_1157236	S387	67
BSU21280	yomO	498
new_839062_840126	S265	1065
new_2975948_2976067_c	S1097	120
BSU25330	pgpH	2133
BSU21870	ilvD	1674
BSU15920	acpA	231
BSU09320	yhcY	1137
new_117712_117889	S48	178
new_1124979_1125122_c	S371	144
new_3430344_3430495_c	S1281	152
BSU23980	artP	765
BSU39260	bglH	1407
BSU04970	cwlT	987
BSU08270	yfiH	939
BSU36260	tkmA	744
new_1425281_1425598	S486	318
new_861494_861585_c	S274	92
BSU23220	scpA	753
BSU16220	fliG	1014
BSU40900	ssbA	516
BSU14780	ylaH	315
new_2337997_2338147	S841	151
BSU27730	ruvB	1002
BSU24070	buk	1089
BSU30380	bceA	759
BSU24850	glcK	963
BSU04870	nicK	1056
new_2504707_2504788_c	S910	82
new_2544841_2545385_c	S920	545
BSU21230	yomT	225
new_1599179_1599282	S561	104
BSU16990	tdh	1041
new_1922824_1923123	S662	300
BSU20150	yosE	345
BSU00630	yabR	384
BSU_tRNA_15	trnJ-Leu1	
BSU05660	ydgI	627
BSU07000	rhiN	1032
BSU36400	flhO	810
BSU30830	menF	1413
new_2851286_2851995	S1057	710
BSU06910	cotJC	567
BSU40100	ahpF	1527
BSU24660	spoIIIL	237
BSU06030	groEL	1632
BSU35510	yvyE	651
BSU35010	nagA	1188
new_3669912_3670034_c	S1366	123
BSU15970	ylxM	330
BSU15890	plsX	999
BSU09570	yhdR	1179
BSU01420	rpsK	393
BSU05550	cotP	429
BSU28240	ysoA	930
new_2968717_2968823	S1095	107
BSU20460	pghZ	822
BSU10240	yhfI	732
BSU22990	ypbF	441
BSU00460	ispE	867
BSU21010	yonS	609
BSU38290	thiE	666
new_877404_877496	S281	93
BSU30190	bioI	1185
BSU15450	lspA	462
new_2760077_2760232_c	S1019	156
BSU12500	xkdA	594
BSU27680	yrbG	654
BSU07040	yesV	624
new_3421635_3422223_c	S1280	589
BSU20580	yoqM	276
BSU28430	sdhB	759
BSU30410	ytrF	1308
new_1018650_1018937	S328	288
BSU21229	youA	609
BSU26280	yqaK	852
BSU12150	yjgB	573
BSU11760	cotX	516
BSU18100	parC	2418
new_1932502_1932632	S671	131
BSU00830	ctsR	462
new_3385699_3386762_c	S1269	1064
BSU16170	codY	777
BSU14130	ykuL	441
BSU21780	yplP	993
BSU37830	spsJ	945
BSU36420	spoIIID	279
BSU17266	ymzE/1	54
BSU10610	yhjR	435
BSU22849	ypzH	192
BSU40540	hypR	375
BSU29280	ytnM	900
BSU34070	yvfT	984
BSU10560	ntdR	987
BSU35760	tagB	1143
new_3458782_3459775_c	S1289	994
BSU23210	scpB	591
BSU25030	yqgC	480
BSU13600	mtnX	705
BSU14340	yknW	693
new_1719657_1719801	S588	145
new_2309787_2310176_c	S831	390
BSU36920	ywlF	447
BSU25040	yqgB	756
BSU33350	yvsG	480
BSU20220	yorX	225
BSU25950	yqcC	1098
new_2202717_2202804_c	S780	88
BSU25540	gpr	1104
BSU32960	yusY/1	1500
BSU11730	cotO	681
BSU17620	yncB	633
BSU08850	ssuC	828
BSU29150	ytwI	462
BSU06811	yezG	453
BSU31170	iolU	984
BSU34380	slrR	456
BSU15690	yloH	201
BSU36980	ywlA	360
BSU24260	yqxC	807
BSU06140	gutR	2487
BSU15610	ylnD	771
BSU34110	rsbP	1209
BSU18510	yoxC	303
BSU_tRNA_77	trnSL-Tyr1	
new_4091310_4091407_c	S1531	98
new_2467979_2468158_c	S899	180
new_3513628_3513886	S1311	259
BSU31090	ktrA	666
new_1281024_1281127	S445	104
BSU_rRNA_20	rrnB-23S	
new_621713_621846	S202	134
BSU17840	fosB	432
BSU22930	sleB	915
BSU19430	cdaS	621
BSU13710	ykvI	1041
BSU23800	proI	834
new_1071973_1072041_c	S350	69
BSU09010	yhcA	1596
BSU14660	ykzI	186
BSU03340	folE2	915
BSU15620	ylnE	783
BSU14640	yktA	264
BSU20120	yosH	468
new_1754642_1754742	S602	101
new_1901738_1901854	S642	117
new_3195466_3195557_c	S1189	92
new_1171643_1171754_c	S394	112
BSU28600	yshB	531
new_2664534_2664730	S974	197
BSU06200	ydjH	762
BSU13580	mtnE	1194
new_1586172_1586239	S556	68
BSU16900	ymfK/2	336
BSU20330	yorM	714
new_1129272_1129714	S374	443
new_1446841_1447052	S499	212
BSU02170	ybfB	1248
new_3535821_3536011	S1314	191
new_1893246_1893320	S635	75
BSU39700	iolG	1032
BSU35820	gerBC	1122
BSU35370	csrA	222
BSU08870	ygaN	534
BSU17360	ymzA	228
BSU03600	tcyB	702
new_1630017_1630089	S568	73
BSU05690	ydhB	777
BSU27770	yrbE	1023
BSU06720	dgkB	909
new_490705_490776_c	S146	72
new_3132220_3132310_c	S1168	91
BSU01190	rplB	831
BSU39920	asnH	2241
BSU20490	yoqW	672
BSU17260	aprX	1326
new_1937876_1938065_c	S673	190
BSU_tRNA_27	trnI-Pro	
new_1204423_1204697_c	S399	275
BSU11560	yjbI	396
BSU13540	ogt	495
new_1670054_1671124_c	S578	1071
new_1485897_1486004	S517	108
BSU32160	sufA	360
new_2603868_2603981_c	S953	114
new_3036410_3036583	S1137	174
BSU16500	tsf	879
BSU29450	argG	1209
new_508090_508247	S156	158
BSU11860	yjcH	720
BSU18950	yozL	291
BSU32849	yuzL	144
BSU34940	yvpB	750
BSU23410	spoVAD	1014
BSU14580	pdhA	1113
BSU25580	comEB	567
new_1395911_1396012	S474	102
BSU03660	yclE	843
BSU00750	pabA	582
BSU35280	yvjA	843
BSU36670	csbD	186
BSU11150	yitV	765
BSU25670	yqeH	1098
new_1298224_1298337	S450	114
BSU12060	yjdI	477
new_873289_873401	S277	113
BSU31960	dhbF	7134
BSU07930	yfkD	792
BSU00170	yaaI	543
new_1120829_1120947_c	S368	119
BSU09390	ygxB	1656
new_3301384_3301448_c	S1239	65
BSU11680	thiS	198
BSU17559	ynzI	162
BSU09030	yhcC	372
new_3923478_3923862	S1475	385
BSU10390	yhfW	1527
BSU04300	ydaM	1260
BSU21000	yonT	174
BSU39820	htpG	1878
BSU27670	spoVB	1554
BSU17780	yndG	804
BSU09350	yhdB	240
new_996597_997083_c	S319	487
new_4180378_4180481_c	S1568	104
new_519561_520160_c	S164	600
BSU14370	yknZ	1191
new_2409636_2409728	S874	93
BSU30990	thiT	576
BSU05800	pbuE	1164
new_4185682_4186509_c	S1570	828
new_1467701_1467804	S507	104
BSU13430	ykoX	663
BSU33210	yvrG	1719
BSU32860	yusN	330
BSU26930	yraI	432
BSU22710	aroF	1107
new_2720264_2720343_c	S998	80
BSU10950	yitD	756
BSU33660	rghR	405
BSU_rRNA_26	rrnA-5S	
BSU35850	ywtE	858
BSU14400	fruA	1905
BSU16390	flhA	2031
BSU23328	ypzJ	204
BSU10010	trpP	516
BSU22080	ypwA	1503
BSU06400	yebE	552
BSU07920	chaA	1053
BSU33240	oxdC	1155
BSU24760	rsbRD	834
new_1605491_1605580	S564	90
BSU04460	dctR	678
BSU33580	yvaF	570
new_3819213_3819619	S1446	407
BSU11710	thiD	813
BSU23130	resC	1056
BSU_tRNA_31	trnD-Glu	
new_3298930_3299376	S1234	447
BSU04010	sipU	561
BSU07280	yfnG	903
BSU25600	comER	819
BSU16370	fliR	777
BSU34720	psdR	711
new_456926_457022	S134	97
new_3106142_3106209	S1159	68
new_1253669_1254769	S425	1101
BSU27300	yrrS	699
BSU37130	spo0F	372
BSU22020	ypbS	255
new_3060225_3060673_c	S1146	449
new_3292408_3292489_c	S1229	82
new_194669_194786	S67	118
BSU36080	ywrF	615
BSU03960	ycnK	570
new_2608912_2610324	S956	1413
BSU21900	bsaA	480
BSU27280	yrrT	639
BSU18360	galM	975
new_967139_967321	S311	183
BSU32500	pucB	591
BSU37690	bacF	1197
new_2225094_2225336	S798	243
BSU13819	ykzS	192
BSU33400	yvgN	828
BSU03430	nucA	441
BSU11799	yjzK	204
BSU25840	phrE	132
new_1263613_1263701_c	S431	89
BSU13670	mhqR	435
new_2002352_2002456_c	S681	105
new_3072287_3072400	S1151	114
BSU26240	yqaO	204
BSU03240	ycgQ	855
BSU34950	pelC	663
BSU37960	ywdH	1371
BSU19130	yocA	675
BSU21550	yokL	531
BSU11020	yitK	489
BSU33090	liaS	1080
BSU40030	yxaB	1029
BSU19620	ldcB	819
BSU38610	yxzF	156
BSU13110	ykkE	900
BSU_rRNA_27	rrnG-23S	
BSU09850	khtU	1224
BSU26660	yrdN	387
new_2212747_2212847	S789	101
BSU16860	ymfH	1245
new_527912_528128	S167	217
BSU04450	dctS	1605
BSU17730	yndB	432
BSU07250	yetO	3183
new_2310988_2311968	S832	981
new_507739_508088	S155	350
BSU20140	yosF	123
BSU02060	ybxG	1386
BSU04060	ycsG	1212
BSU14570	ykyA	615
BSU13230	thiV	597
BSU00200	yaaK	321
BSU20000	yosU	243
new_1117924_1118790	S367	867
new_2778792_2778922_c	S1025	131
new_951346_951431	S305	86
BSU25150	yqfQ	741
BSU09720	bmrD	2019
BSU30780	menC	1113
BSU37850	spsG	1017
new_2886044_2886133_c	S1067	90
BSU32100	yumB	1218
BSU40510	gdpP	1977
BSU34360	epsB	681
BSU38300	thiM	816
BSU07210	yetK	990
BSU00700	coaX	699
new_1269585_1269672	S436	88
new_3016405_3016534_c	S1120	130
BSU06530	purD	1266
BSU21570	yokJ	495
BSU23700	yqjX	336
new_2625913_2626090_c	S959	178
BSU32230	yuxL	1971
BSU37760	rocC	1410
BSU09110	yhcJ	789
new_3335006_3335393_c	S1251	388
BSU_tRNA_41	trnD-Gly	
new_3045331_3045396_c	S1140	66
new_1901856_1902166	S643	311
BSU17910	yneF	216
new_1721108_1721213	S589	106
BSU15430	ileS	2763
new_112499_112799	S46	301
BSU02480	ycbE	1365
BSU17700	cotC	354
BSU_misc_RNA_38	Gly-box	
BSU30430	ytrD	975
BSU13169	ykzN	168
	as-bsrH	
BSU02040	ybdN	855
BSU32720	yurZ	375
BSU40750	yyaQ	354
BSU23600	yqxK	882
BSU23500	drm	1182
BSU03520	srfAD	726
new_3446078_3446175_c	S1284	98
new_1150647_1150849_c	S383	203
BSU21800	ypkP	618
BSU40910	rpsF	285
BSU15960	sivC	483
BSU21590	yokH	555
BSU19780	cgeA	399
BSU33340	sspJ	138
BSU04890	ydcT	264
BSU24390	spoIIIAE	1215
BSU07540	yfmA	165
new_1680259_1680378	S582	120
BSU20380	yorH	468
new_2908835_2909456_c	S1077	622
BSU26089	yqzN	189
BSU01060	ybxB	603
BSU02150	ybeF	246
new_1150516_1150645_c	S382	130
new_2663336_2663531_c	S973	196
BSU24210	yqiG	1116
new_1507447_1507538	S522	92
BSU34120	ganB	1287
new_599344_599505_c	S192	162
BSU09165	yhcO	966
BSU07830	hypO	663
BSU14910	ctaE	621
BSU19950	sspC	216
BSU32600	frlO	1266
BSU37900	spsB	1416
new_911330_911718_c	S286	389
BSU13260	ykoH	1362
BSU12920	dppA	822
new_343495_343573	S114	79
new_3777872_3780532	S1420	2661
BSU21080	yonI	408
BSU40670	yybE	834
new_3862327_3866553	S1458	4227
new_3666577_3666932_c	S1364	356
BSU09400	spoVR	1404
BSU19760	cgeD	1278
BSU06060	ydiO	1281
BSU38820	yxkF	891
BSU_tRNA_23	trnI-Asn	
new_2995911_2996282	S1110	372
BSU32400	yunG	345
new_2767968_2768041_c	S1020	74
BSU24050	bkdAA	990
BSU24020	bmrR	834
BSU33840	opcR	555
BSU36970	spoIIR	672
BSU20520	yoqT	147
new_2818161_2818445	S1044	285
new_2723805_2723891_c	S1000	87
BSU17430	ynbA	1002
BSU16590	ylxS	468
BSU29510	ytfI	678
BSU23680	yqjZ	342
BSU07990	yfjR	783
BSU21820	thyB	792
new_1907202_1907287	S649	86
BSU12750	xkdV	2061
new_129162_129283	S52	122
BSU22430	panB	831
BSU30659	ytzI	174
BSU33470	bdbC	414
BSU20999	yoyJ	249
BSU24040	bkdAB	981
BSU00330	yabA	357
BSU34510	yvdQ	510
BSU01590	ybaS	849
BSU18940	yozK	345
new_599509_599874_c	S193	366
BSU05480	mhqN	618
BSU13500	ktrD	1347
BSU09650	srtN	741
BSU12340	uxuA	1077
BSU27380	yrzB	279
new_3923131_3923318	S1474	188
BSU04910	conB	1062
BSU03910	gabD	1386
BSU21890	ypgQ	615
BSU25100	zur	435
BSU19749	yoyG	111
BSU03050	ldh	963
BSU_misc_RNA_41	bsrB	
new_3263403_3263797	S1220	395
BSU40980	yyaB	438
BSU27810	yrbD	1452
new_3105438_3105878	S1157	441
BSU20950	yopB	225
BSU39910	yxnB	480
BSU16790	tepA	669
BSU08170	yfjA	312
BSU28370	rph	735
BSU40460	yyzB	201
BSU40290	yycN	468
BSU20750	yopV	192
BSU32370	yunD	1386
BSU12380	uxaB	1440
BSU19570	mhqE	909
new_304308_304389_c	S104	82
BSU38100	ywcH	999
BSU21310	yozP	327
new_2388935_2389134_c	S863	200
BSU05010	rapI	1173
BSU17920	ynzD	171
new_490527_490638_c	S144	112
BSU18770	yoaV	876
BSU09200	yhcS	594
BSU04550	ydbP	318
new_1240279_1240355	S419	77
BSU22800	spoIVA	1476
new_2338392_2338537	S842	146
BSU05170	ydeE	870
BSU14100	ykuJ	237
new_3451133_3451197_c	S1286	65
BSU34740	crh	255
BSU14290	mobB	519
BSU08960	yhbF	705
BSU31100	ktrB	1335
BSU27750	bofC	510
BSU32090	yuiA	141
BSU13420	dgcW	2247
BSU_misc_RNA_13	BSU_misc_RNA_13	
BSU32460	pucM	363
BSU14680	ykzC	426
new_2385822_2386047_c	S861	226
new_60361_60429	S34	69
new_2996284_2996678	S1111	395
BSU37580	ywgB	468
BSU33980	yvbT	1008
BSU07890	yfkI	318
BSU02240	mpr	939
BSU33040	citG	1386
BSU16360	fliQ	267
BSU27480	recD2	2394
BSU01560	kbaA	594
BSU27350	yrrN	927
BSU20390	yorG	969
new_3035475_3036308_c	S1134	834
BSU08360	yfiQ	1086
BSU33010	cssR	675
BSU40140	yydJ	720
BSU27220	yrhE	2940
BSU32290	yutF	768
BSU25220	antE	294
BSU16940	recA	1041
BSU31300	yugS	1302
BSU02730	natK	954
BSU00430	yabG	870
BSU37410	albE	1158
BSU04560	ddl	1062
BSU01510	ybaJ	765
BSU19689	yokU	276
BSU21420	bhlA	210
BSU21960	ypeQ	180
BSU27910	thrR	441
BSU31280	yugU	426
BSU28030	mreB	1011
BSU33430	cysI	1815
new_834310_834382	S262	73
BSU17160	pksH	777
BSU36580	ywnF	432
BSU07100	lplA	1506
BSU04780	ydcI	2157
BSU10540	ntdB	858
BSU07150	hmoA	375
BSU27468	yrzQ	129
BSU_rRNA_6	rrnJ-16S	
new_2098330_2098837	S738	508
BSU30870	ytcB	948
BSU18290	yngL	390
new_1748711_1749895_c	S601	1185
BSU24080	bcd	1092
BSU28120	hemL	1290
BSU09870	khtS	336
new_1430539_1430623	S489	85
BSU33970	araR	1152
BSU13640	spo0E	255
BSU34620	yvdF	1767
BSU15660	yloC	873
BSU36530	bcrC	579
BSU15820	rpmB	186
BSU02640	tatCD	735
BSU35050	yvnA	471
BSU15480	pyrP	1302
new_3510491_3510596_c	S1308	106
BSU01660	nagZ	1926
BSU18819	yozU	210
BSU37990	ywdE	531
new_1265432_1265529	S433	98
new_2845839_2845914_c	S1056	76
new_2100447_2100579	S744	133
new_3766640_3766713_c	S1412	74
BSU38350	ywbE	195
BSU02840	ycdG	1683
BSU39040	yxiS	288
BSU29580	thiI	1074
BSU38740	cydC	1701
BSU14490	kinC	1284
BSU11510	yjbE	654
BSU27330	udk	633
BSU10210	yhfF	405
BSU29850	ytoQ	444
BSU27880	nifS	1185
BSU20720	yopY	276
new_1781074_1781165_c	S613	92
BSU35880	capA	1140
BSU07750	yflA	1413
BSU29380	tcyJ	807
BSU06076	ydzW/3	414
new_1916003_1916622	S657	620
new_2896973_2897093_c	S1071	121
BSU35319	smiA	375
BSU13340	ykoM	462
BSU07230	yetM	1107
new_697399_697485	S230	87
BSU15130	mraZ	429
BSU33110	liaG	720
new_3882656_3882766_c	S1462	111
BSU32950	yusW	435
BSU36600	mta	771
BSU07240	yetN	1068
BSU08340	padR	546
new_3621540_3621617_c	S1344	78
BSU16799	ylzJ	210
BSU29190	pfkA	957
BSU38990	scoA	714
BSU09680	nhaC	1359
new_2098025_2098315_c	S737	291
BSU25370	yqfB	417
new_2076113_2076205	S725	93
BSU22500	ypjD	333
new_646220_646409	S205	190
BSU08980	yhbH	1176
BSU17630	yncC	1257
new_3882015_3882097_c	S1461	83
BSU14520	adeC	1731
BSU_tRNA_50	trnS-Leu1	
BSU38960	yxjG	1134
BSU17050	mutL	1881
new_3813064_3813166_c	S1442	103
BSU03290	nasE	318
new_928080_928314	S290	235
BSU02760	natB	1158
BSU12460	xlyB	951
new_1738824_1738940	S594	117
BSU03110	ycgH	1131
BSU15420	divIVA	492
BSU06100	ydiS	1029
BSU00470	purR	855
BSU19670	yodN	678
BSU11079	yizB	345
BSU22320	ponA	2742
BSU31480	yuxJ	1176
BSU29370	tcyK	810
BSU14250	yknT	963
BSU09630	yhdX	105
BSU36890	upp	627
new_4065982_4066068_c	S1522	87
BSU26800	yrpB	1041
new_1533940_1534049	S533	110
BSU31290	yugT	1662
BSU34710	psdS	1068
BSU26749	yrdD/2	198
BSU26740	cypA	1230
new_2989566_2989649_c	S1106	84
new_1023253_1023349	S329	97
new_1266349_1266589	S434	241
BSU06970	rhiL	1236
BSU39880	yxbC	990
BSU31920	adeR	1302
BSU12090	cotT	321
BSU26259	yqzO	147
new_4172910_4173113	S1564	204
BSU14090	ykuI	1221
BSU21510	yolD	330
BSU36800	atpC	396
BSU18640	yoaK	675
BSU08860	ssuD	1128
BSU07970	yfjT	183
BSU18440	gltB	1479
BSU20870	yopJ	414
BSU05230	ydeK	861
BSU07110	lplB	954
BSU29249	ytzJ	189
BSU27570	yrzK	168
new_938656_938730	S299	75
BSU_rRNA_7	rrnJ-23S	
new_603941_604102	S196	162
new_1925453_1925538_c	S664	86
BSU00060	gyrB	1914
new_3609903_3610036_c	S1341	134
BSU25640	nadD	567
BSU28380	gerM	1098
BSU08240	catE	855
BSU07770	yfkS	198
BSU39730	iolD	1740
BSU10850	iolX	1026
new_3630836_3630916_c	S1349	81
BSU36010	alsS	1713
BSU34450	sacB	1419
BSU31610	mrpB	429
BSU06710	swrC	3195
BSU36750	spoIID	1029
new_1150428_1150514_c	S380	87
BSU24490	yqhQ	954
BSU00780	folB	360
BSU39740	iolC	975
new_3264537_3264677_c	S1222	141
new_2989651_2989803_c	S1107	153
BSU26370	yqaC	534
new_3465665_3466067_c	S1294	403
BSU27980	spoIVFA	792
new_2055241_2055358_c	S710	118
BSU00090	guaB	1464
new_2560260_2560488_c	S926	229
BSU35940	rbsA	1479
BSU26270	yqaL	699
BSU40420	purA	1290
BSU_tRNA_12	trnJ-Val	
new_2479090_2479155	S904	66
new_512754_512813	S159	60
BSU11950	yjcQ	282
BSU30480	ytqA	966
new_3072180_3072285	S1150	106
BSU37300	ywiC	717
new_1164254_1164369	S390	116
new_2983096_2984281_c	S1102	1186
new_1351139_1351236_c	S459	98
new_2190786_2190883_c	S774	98
BSU28980	dnaI	933
BSU04250	lrpC	432
new_3676061_3676158_c	S1372	98
BSU40230	yydA	477
new_3364963_3365068_c	S1263	106
new_3225687_3226671	S1202	985
BSU28260	leuC	1416
BSU16720	ymxH	255
BSU20180	yosB	177
BSU04710	rsbV	327
BSU06360	guaA	1539
new_2014633_2014704_c	S683	72
new_153039_153507_c	S58	469
new_943787_944498_c	S301	712
BSU35790	pmi	948
BSU34690	psdB	1938
new_3646613_3646699	S1357	87
new_3794076_3794165_c	S1431	90
new_3388289_3388830_c	S1273	542
BSU28520	etfA	975
BSU05490	mhqO	936
BSU29530	sppA	1005
new_1252566_1252752	S423	187
new_280556_281740_c	S97	1185
BSU06500	purM	1038
BSU40720	yyaT	444
BSU14670	yktC	795
BSU26870	yraN	867
BSU00550	mfd	3531
new_3643957_3645689	S1354	1733
BSU33640	yvaM	768
new_2071115_2071197_c	S720	83
new_3788276_3788397_c	S1427	122
BSU08190	glvR	762
BSU35300	secA	2523
new_3966685_3966776_c	S1483	92
new_728598_728731	S237	134
BSU33950	cggR	1020
BSU06630	yerH	1188
BSU38240	ywcA	1548
BSU10520	glcP	1203
BSU24010	bmr	1167
BSU_rRNA_28	rrnG-5S	
BSU04690	rsbT	399
BSU24350	accB	477
BSU18070	plsY	579
BSU04310	ydaN	2109
BSU04130	yczJ	285
BSU10490	sipV	504
BSU33460	yvgT	606
BSU19870	yotI	360
